"","prl_multi.id_x","prl_multi.x1","prl_multi.x2","prl_multi.f_name_nysiis","prl_multi.l_name_nysiis","prl_multi.year","prl_multi.g","prl_multi.id_y","prl_multi.y","prl_multi.f_name_nysiis_1","prl_multi.l_name_nysiis_1","prl_multi.year_1","prl_multi.true_match","prl_multi.posterior","prl_multi.n"
"170",449,TRUE,-0.0815411191480502,"TALAR","GADWAN",1915,0.995711701202655,449,-0.973661487072144,"TALAR","GADWAN",1915,TRUE,0.8411341260305,1
"171",450,FALSE,0.52726984991353,"SANANT","SNAT",1919,2.65281069978795,450,0.25661668021803,"SANANT","SNAT",1920,TRUE,0.8411341260305,1
"172",451,TRUE,0.277002828627524,"DAVAD","WALAN",1899,0.728834766901982,451,3.28783079922002,"DAVAD","WALAN",1900,TRUE,0.8411341260305,1
"173",452,FALSE,1.20091881490795,"JA","MALAN",1921,1.53754001047618,452,4.54809195941952,"JA","MALAN",1920,TRUE,0.8411341260305,1
"174",455,TRUE,-0.885162385034562,"JAN","FASAR",1924,2.54126585358197,455,1.64619964890523,"JAN","FASAR",1924,TRUE,0.8411341260305,1
"175",457,FALSE,0.716824116075714,"JA","CARY",1925,3.3291797369291,457,4.62892573933949,"JA","CARY",1925,TRUE,0.8411341260305,1
"176",757,FALSE,-0.182842293031793,"ALAX","MALAN",1912,2.22150775176678,459,1.55835888400032,"ALAX","MALAN",1913,FALSE,0.8411341260305,3
"177",463,TRUE,-1.47022378975971,"MAT","ASANFA",1920,0.865116963706299,463,3.52832931462576,"MAT","ASANFA",1920,TRUE,0.8411341260305,1
"178",329,FALSE,2.37505714946035,"OLAV","WALTAN",1925,2.48892688637152,465,-0.318803200161561,"OLAV","WALTAN",1924,FALSE,0.8411341260305,1
"179",468,TRUE,0.00100274674731384,"HANAH","MALAN",1900,1.54818751655496,468,1.46910554023233,"HANAH","MALAN",1901,TRUE,0.8411341260305,1
"180",77,FALSE,2.06690938152713,"ZACARY","SARNAN",1919,2.48583585626803,472,1.82428673238848,"ZACARY","SARNAN",1919,FALSE,0.8411341260305,2
"181",477,FALSE,1.0928225607021,"CAL","WABSTA",1912,3.45486731787603,477,3.88333417434881,"CAL","WABSTA",1912,TRUE,0.8411341260305,1
"182",478,FALSE,0.61123534384061,"MAT","MALAN",1902,0.00640205357855126,478,2.17255961655472,"MAT","MALAN",1902,TRUE,0.8411341260305,1
"183",208,TRUE,-0.361004739476858,"CAL","BRADY",1906,1.04960967881833,482,0.284678363192206,"CAL","BRADY",1906,FALSE,0.8411341260305,1
"184",482,FALSE,-0.890365249638279,"CAL","BRADY",1906,1.04960967881833,482,0.284678363192206,"CAL","BRADY",1906,TRUE,0.8411341260305,1
"185",483,TRUE,3.41632015981389,"LARAN","CANP",1919,1.46948492919875,483,5.84199342021701,"LARAN","CANP",1919,TRUE,0.8411341260305,1
"186",486,FALSE,-0.93822026202443,"ACARY","SNAT",1905,3.34098669345467,486,0.270683364357244,"ZACARY","SNAT",1905,TRUE,0.8411341260305,1
"187",492,TRUE,1.56719316702721,"ALAS","AVAL",1904,2.11703239688388,492,5.19350834083295,"ALAS","AVAL",1904,TRUE,0.8411341260305,1
"188",584,TRUE,1.57435899726907,"JAS","CANG",1900,1.31020229872865,495,3.43706345973677,"JAS","CANG",1900,FALSE,0.8411341260305,2
"189",496,FALSE,-0.460577637607777,"SANANT","BRADY",1905,0.929684443722991,496,-0.388872386353376,"SANANT","BRADY",1905,TRUE,0.8411341260305,1
"190",498,FALSE,-0.38050185322855,"ANTANY","MALAN",1913,2.27969703673876,498,-0.434780334808842,"ANTANY","MALAN",1913,TRUE,0.8411341260305,1
"191",500,TRUE,0.294396328913823,"OLAV","WALAN",1906,3.0983050188465,500,3.57067412625209,"OLAV","WALAN",1905,TRUE,0.8411341260305,1
"192",502,FALSE,2.02700477375978,"TALAR","ANDARS",1907,2.31501141230764,502,5.88431979023797,"TALAR","ANDARS",1907,TRUE,0.8411341260305,1
"193",503,FALSE,-1.295213924318,"ANTANY","ASANFA",1901,2.63328814358125,503,-0.734208786199112,"ANTANY","ASANFA",1901,TRUE,0.8411341260305,1
"194",504,FALSE,-3.56097565850919,"TALAR","WALPAR",1925,1.44640929118813,504,-1.27071871212732,"TALAR","WALPAR",1925,TRUE,0.8411341260305,1
"195",507,TRUE,-0.244057261360143,"SANANT","CANP",1921,2.5331928113867,507,1.00552454892893,"SANANT","CANP",1921,TRUE,0.8411341260305,2
"196",297,FALSE,-1.88581044662948,"SANANT","CANP",1921,2.5331928113867,507,1.00552454892893,"SANANT","CANP",1921,FALSE,0.8411341260305,2
"197",508,TRUE,-0.18717526261939,"ENALY","SNAT",1907,2.92481180282737,508,3.07849454004011,"ENALY","SNAT",1907,TRUE,0.8411341260305,1
"198",510,TRUE,0.476654822917756,"ABAGAL","CANP",1918,2.11589018577846,510,2.94644748799141,"ABAGAL","CANP",1918,TRUE,0.8411341260305,1
"199",164,TRUE,0.101590244065429,"ELASAB","CANP",1908,0.572935645650894,516,0.407815631407233,"ELASAB","CANP",1909,FALSE,0.8411341260305,3
"200",516,TRUE,0.626091352921642,"ELASAB","CANP",1909,0.572935645650894,516,0.407815631407233,"ELASAB","CANP",1909,TRUE,0.8411341260305,3
"201",520,TRUE,0.198319705645749,"VACTAR","CANG",1903,2.48899351143312,520,1.32047397818265,"VACTAR","CANG",1903,TRUE,0.8411341260305,1
"202",521,TRUE,0.603830095723225,"ALAS","WALAN",1908,1.46451967241245,521,4.85617210927363,"ALAS","WALAN",1908,TRUE,0.8411341260305,1
"203",522,FALSE,-0.632621268599112,"JASTAN","WALAN",1911,2.33073002860031,522,0.839999700807924,"JASTAN","WALAN",1911,TRUE,0.8411341260305,1
"204",523,FALSE,1.81105402731236,"VACTAR","WABSTA",1906,3.05850835692494,523,5.05119100788101,"VACTAR","WABSTA",1906,TRUE,0.8411341260305,1
"205",710,FALSE,0.332673988642223,"DAVAD","CANG",1916,3.25300060977193,528,0.459201759146117,"DAVAD","CANG",1915,FALSE,0.8411341260305,2
"206",530,TRUE,0.0543190611567071,"JASAC","CRASTA",1906,2.28672405586252,530,0.698589570893157,"JASAC","CRASTA",1906,TRUE,0.8411341260305,2
"207",531,FALSE,1.57571252380047,"JA","JASAN",1908,1.79733882762266,531,4.08861451606004,"JA","JASAN",1908,TRUE,0.8411341260305,1
"208",532,TRUE,0.719586121728697,"JAS","FASAR",1901,2.30972114063305,532,0.993795895181189,"JAS","FASAR",1901,TRUE,0.8411341260305,1
"209",533,TRUE,-0.142462044146524,"ANDR","WALPAR",1914,0.873375803997584,533,2.12933269012043,"ANDR","WALPAR",1914,TRUE,0.8411341260305,1
"210",535,TRUE,-3.40884397524746,"DANAL","WALAN",1906,0.469916343575071,535,-2.79865978099551,"DANAL","WALAN",1906,TRUE,0.8411341260305,1
"211",536,TRUE,0.542864727829941,"JASAC","MALAN",1920,2.01507125089738,536,3.94560344577755,"JASAC","MALAN",1920,TRUE,0.8411341260305,2
"212",291,TRUE,1.17856947175946,"JASAC","MALAN",1921,2.01507125089738,536,3.94560344577755,"JASAC","MALAN",1920,FALSE,0.8411341260305,2
"213",541,TRUE,1.28211710629075,"EN","ANDARS",1903,2.85545742373283,541,2.91395460635426,"EN","ANDARS",1903,TRUE,0.8411341260305,2
"214",544,FALSE,-0.768605083472552,"BRANDA","SNAT",1902,2.72812199662284,544,-0.167767432478673,"BRANDA","SNAT",1902,TRUE,0.8411341260305,1
"215",548,FALSE,-2.11230905368992,"ASLY","AVAL",1908,2.45249553472526,548,-1.6579592118993,"ASLY","AVAL",1908,TRUE,0.8411341260305,1
"216",549,FALSE,-1.12086395248477,"EN","BRADY",1902,1.78450698547347,549,-1.1375232151774,"EN","BRADY",1902,TRUE,0.8411341260305,1
"217",550,FALSE,-0.768350160459485,"DANAL","MALAN",1916,1.43645043802954,550,-0.418022998107509,"DANAL","MALAN",1917,TRUE,0.8411341260305,2
"218",557,TRUE,-3.76944889030786,"ELASAB","ANDARS",1904,1.97128615258357,557,-3.69056519185281,"ELASAB","ANDARS",1904,TRUE,0.8411341260305,1
"219",558,FALSE,-1.39132887813668,"OLAV","SARNAN",1924,2.66403080138142,558,-0.431535970526495,"OLAV","SARNAN",1925,TRUE,0.8411341260305,1
"220",559,TRUE,1.56438197178712,"OLAV","CARY",1915,2.05663228646974,559,4.96546383838882,"OLAV","CARY",1916,TRUE,0.8411341260305,1
"221",561,FALSE,0.523347671803498,"TALAR","CANG",1910,2.53854129234412,561,5.09661384332006,"TALAR","CANG",1910,TRUE,0.8411341260305,1
"222",562,FALSE,0.580610299746048,"ANTANY","WALTAN",1910,2.6805087811713,562,0.880126871880476,"ANTANY","WALTAN",1910,TRUE,0.8411341260305,1
"223",564,TRUE,0.361748264397562,"MACAL","CANG",1906,2.12548380466738,564,2.92897595673328,"MACAL","CANG",1906,TRUE,0.8411341260305,1
"224",567,TRUE,0.698452120663231,"RACAL","PATAR",1918,1.29563546419295,567,3.30410010346513,"RACAL","PATAR",1917,TRUE,0.8411341260305,1
"225",573,TRUE,-0.694348742041484,"MACAL","PATAR",1921,2.19273841881702,573,-0.297427166367171,"MACAL","PATAR",1921,TRUE,0.8411341260305,1
"226",574,FALSE,0.420137598646254,"EN","CRASTA",1909,2.50298622243764,574,4.99541155501666,"EN","CRASTA",1908,TRUE,0.8411341260305,1
"227",578,TRUE,-0.745830183999744,"ENALY","TAD",1923,1.64059575419214,578,1.36880594512989,"ENALY","TAD",1923,TRUE,0.8411341260305,1
"228",584,TRUE,1.57435899726907,"JAS","CANG",1900,1.31020229872865,584,6.292756512828,"JAS","CANG",1900,TRUE,0.8411341260305,2
"229",588,TRUE,-3.45968131875639,"DANAL","CANP",1926,3.99384311664499,588,1.15465254574661,"DANAL","CANP",1925,TRUE,0.8411341260305,1
"230",590,TRUE,-0.89160321105607,"RACAL","JASAN",1909,2.63659713746112,590,1.04010023931842,"RACAL","JASAN",1909,TRUE,0.8411341260305,1
"231",599,TRUE,-1.54469443272937,"CRASTA","CARY",1915,3.1934004030994,599,0.593804109583473,"CRASTA","CARY",1915,TRUE,0.8411341260305,1
"232",603,FALSE,-0.106770956783011,"MAT","CANG",1918,3.37956236756324,603,1.81848645290627,"MAT","CANG",1918,TRUE,0.8411341260305,1
"233",654,TRUE,1.1439549785033,"JASAF","MALAN",1915,1.26041549966126,604,3.5386037785116,"JASAF","MALAN",1916,FALSE,0.8411341260305,2
"234",605,FALSE,1.44046539239476,"ANTANY","SNAT",1911,1.8943802792619,605,3.13329661460105,"ANTANY","SNAT",1911,TRUE,0.8411341260305,1
"235",607,TRUE,-1.75772573661226,"ALAXAN","WALPAR",1925,1.86398048808341,607,4.30456024042208,"ALAXAN","WALPAR",1925,TRUE,0.8411341260305,1
"236",614,FALSE,2.0737226950947,"VACTAR","SNAT",1920,1.84087036571963,614,5.54807963696314,"VACTAR","SNAT",1920,TRUE,0.8411341260305,1
"237",615,FALSE,1.43974030907013,"ELASAB","GADWAN",1902,3.57261695476701,615,3.72642785891689,"ELASAB","GADWAN",1902,TRUE,0.8411341260305,2
"238",616,FALSE,-0.660701116667935,"DAVAD","GADWAN",1920,1.22371912589393,616,-0.647041532449019,"DAVAD","GADWAN",1919,TRUE,0.8411341260305,1
"239",185,TRUE,-1.20288904989538,"ABAGAL","WALAN",1908,2.13984538578664,619,3.43945610531231,"ABAGAL","WALAN",1907,FALSE,0.8411341260305,1
"240",627,TRUE,-2.19955443186942,"JASAF","ASANFA",1901,2.17119403391918,627,3.05839357490499,"JASAF","ASANFA",1901,TRUE,0.8411341260305,1
"241",631,FALSE,0.135569800640877,"TALAR","FASAR",1905,2.49503141550642,631,0.790484135149205,"TALAR","FASAR",1905,TRUE,0.8411341260305,1
"242",634,FALSE,1.56758300969135,"NACAL","MALAN",1905,1.18778213557263,634,4.42593497398514,"NACAL","MALAN",1905,TRUE,0.8411341260305,3
"243",65,FALSE,-0.195686454002108,"HANAH","CANG",1924,3.27359832234423,637,2.70039680816697,"HANAH","CANG",1925,FALSE,0.8411341260305,2
"244",641,FALSE,-0.476074291462975,"NACAL","WABSTA",1917,2.01928792661342,641,-1.3986033811234,"NACAL","WABSTA",1917,TRUE,0.8411341260305,1
"245",644,FALSE,2.56515782317406,"ZACARY","CRASTA",1904,1.48641815931407,644,4.97501076426941,"ZACARY","CRASTA",1904,TRUE,0.8411341260305,2
"246",34,FALSE,1.19192741746085,"ZACARY","CRASTA",1904,1.48641815931407,644,4.97501076426941,"ZACARY","CRASTA",1904,FALSE,0.8411341260305,2
"247",645,FALSE,0.704731713734275,"MACAL","CANG",1904,2.12548380466738,645,4.81105842682066,"MACAL","CANG",1903,TRUE,0.8411341260305,1
"248",679,TRUE,1.0066343748937,"RAN","CANG",1908,2.0159140422364,646,0.250150722874838,"RAN","CANG",1907,FALSE,0.8411341260305,2
"249",652,FALSE,-2.10694913756937,"RACAL","CARY",1912,3.43534697552797,652,-1.36226931070576,"RACAL","CARY",1912,TRUE,0.8411341260305,1
"250",654,TRUE,1.1439549785033,"JASAF","MALAN",1915,1.26041549966126,654,3.41877053055065,"JASAF","MALAN",1916,TRUE,0.8411341260305,2
"251",659,TRUE,-0.321969607391202,"ZACARY","SNAT",1923,1.84087036571963,659,1.43096143243409,"ZACARY","SNAT",1924,TRUE,0.8411341260305,1
"252",660,TRUE,0.601851146947224,"MACAL","CANG",1924,2.84770146073733,660,3.57327840365967,"MACAL","CANG",1924,TRUE,0.8411341260305,2
"253",663,FALSE,-0.0294429653470193,"RACAL","ANDARS",1911,3.76052435890764,663,3.66058119201902,"RACAL","ANDARS",1910,TRUE,0.8411341260305,2
"254",664,TRUE,0.937237850379248,"ASLY","ANDARS",1914,3.2650919234574,664,4.3536826711015,"ASLY","ANDARS",1914,TRUE,0.8411341260305,1
"255",665,TRUE,-0.84671813401631,"DAVAD","PATAR",1908,2.2864575773996,665,1.02910220059852,"DAVAD","PATAR",1908,TRUE,0.8411341260305,1
"256",666,TRUE,0.0123093331891736,"ALAX","JASAN",1901,1.29099747122507,666,4.08228499787899,"ALAX","JASAN",1901,TRUE,0.8411341260305,2
"257",667,FALSE,-0.198272853660626,"RAN","ASANFA",1901,1.64607762503072,667,5.18493105280965,"RAN","ASANFA",1901,TRUE,0.8411341260305,1
"258",670,TRUE,0.0289896357956229,"OLAV","PATAR",1910,1.79850212963918,670,3.62036912830956,"OLAV","PATAR",1911,TRUE,0.8411341260305,1
"259",671,FALSE,2.36506060389011,"JAN","AVAL",1915,1.63138864116346,671,5.30168844641307,"JAN","AVAL",1915,TRUE,0.8411341260305,1
"260",672,FALSE,0.181432092231125,"JASTAN","CANG",1918,3.60393124626593,672,2.8924902404719,"JASTAN","CANG",1918,TRUE,0.8411341260305,1
"261",676,FALSE,-0.498101608346872,"MAT","BRADY",1923,4.08112614769386,676,0.967418183813071,"MAT","BRADY",1923,TRUE,0.8411341260305,1
"262",679,TRUE,1.0066343748937,"RAN","CANG",1908,2.0159140422364,679,4.96217872367511,"RAN","CANG",1908,TRUE,0.8411341260305,2
"263",681,TRUE,-2.76018917212572,"ANDR","AVAL",1917,1.88670477033062,681,1.73002246687372,"ANDR","AVAL",1918,TRUE,0.8411341260305,1
"264",688,TRUE,-0.698519502144588,"TALAR","AVAL",1900,2.43140648331607,688,1.15483559796829,"TALAR","AVAL",1900,TRUE,0.8411341260305,1
"265",691,FALSE,1.31099271854866,"TALAR","BRADY",1900,1.93272767433241,691,4.3653664447115,"TALAR","BRADY",1900,TRUE,0.8411341260305,2
"266",335,TRUE,0.772613211859658,"TALAR","BRADY",1899,1.93272767433241,691,4.3653664447115,"TALAR","BRADY",1900,FALSE,0.8411341260305,2
"267",692,FALSE,0.127516979188785,"MAT","FASAR",1922,1.02417515938989,692,1.14990931845711,"MAT","FASAR",1922,TRUE,0.8411341260305,1
"268",694,FALSE,-0.690416973123265,"RACAL","SNAT",1905,2.75953174463254,694,-0.580549917846143,"RACAL","SNAT",1905,TRUE,0.8411341260305,1
"269",699,TRUE,0.646158245914654,"BRAN","CANG",1910,2.03812436129955,699,4.46343968607825,"BRAN","CANG",1910,TRUE,0.8411341260305,1
"270",700,FALSE,-3.73559017222524,"OLAV","WABSTA",1916,2.9302043368599,700,-4.15240845495699,"OLAV","WABSTA",1916,TRUE,0.8411341260305,1
"271",705,TRUE,-0.178519642836625,"ALAXAN","CANG",1925,4.49457220883231,705,4.33482207831999,"ALAXAN","CANG",1925,TRUE,0.8411341260305,1
"272",943,TRUE,0.525881379087369,"MAT","GADWAN",1905,2.86146018682032,706,-0.0179882045853761,"MAT","GADWAN",1905,FALSE,0.8411341260305,2
"273",706,TRUE,0.40418188674185,"MAT","GADWAN",1905,2.86146018682032,706,-0.0179882045853761,"MAT","GADWAN",1905,TRUE,0.8411341260305,2
"274",707,TRUE,2.47117290421755,"ALAS","BRADY",1916,2.60459820370177,707,6.36545638557423,"ALAS","BRADY",1915,TRUE,0.8411341260305,2
"275",710,FALSE,0.332673988642223,"DAVAD","CANG",1916,3.25300060977193,710,4.94006726717483,"DAVAD","CANG",1916,TRUE,0.8411341260305,2
"276",711,TRUE,-1.27786512313629,"TALAR","FASAR",1920,1.20582215407765,711,2.57275102327207,"TALAR","FASAR",1920,TRUE,0.8411341260305,1
"277",47,TRUE,0.513382462286282,"ALAXAN","WALTAN",1909,3.32134730130411,720,1.6433366101557,"ALAXAN","WALAN",1908,FALSE,0.8411341260305,3
"278",721,TRUE,-0.922939253395721,"ABAGAL","CANG",1914,3.25300060977193,721,0.761981848257388,"ABAGAL","CANG",1913,TRUE,0.8411341260305,2
"279",733,TRUE,-0.703086282123788,"CRASTA","WALTAN",1912,1.58445522562944,733,3.14273401861204,"CRASTA","WALTAN",1912,TRUE,0.8411341260305,1
"280",737,FALSE,0.684485798984304,"BRAN","MALAN",1912,1.95507099030237,737,4.30597063192014,"BRAN","MALAN",1912,TRUE,0.8411341260305,1
"281",741,FALSE,0.972036016823361,"OLAV","CANP",1915,1.5189325658988,741,6.74620483045924,"OLAV","CANP",1914,TRUE,0.8411341260305,1
"282",745,TRUE,-0.0563236427773577,"SARAH","WALTAN",1920,1.53682742859106,745,3.58934609466256,"SARAH","WALTAN",1921,TRUE,0.8411341260305,1
"283",747,FALSE,2.22355875822636,"JAN","PATAR",1925,1.91197350689087,747,2.53529087960259,"JAN","PATAR",1925,TRUE,0.8411341260305,1
"284",749,TRUE,0.718179127343676,"CRASTA","CANG",1905,1.66808347383657,749,4.45952948279983,"CRASTA","CANG",1905,TRUE,0.8411341260305,1
"285",750,FALSE,0.488485718342143,"EN","ANDARS",1920,2.66129129178439,750,4.30895202943678,"EN","ANDARS",1919,TRUE,0.8411341260305,1
"286",751,FALSE,2.40612893990141,"LARAN","SNAT",1900,2.71188963169127,751,5.21730710228954,"LARAN","SNAT",1901,TRUE,0.8411341260305,1
"287",753,FALSE,-1.56216956165241,"SANANT","PATAR",1910,3.29299860605584,753,0.303035539334836,"SANANT","PATAR",1910,TRUE,0.8411341260305,1
"288",754,TRUE,0.947326775889513,"ABAGAL","BRADY",1912,1.42355447955086,754,0.871067804796216,"ABAGAL","BRADY",1912,TRUE,0.8411341260305,1
"289",755,TRUE,0.200134581206846,"RAN","SARNAN",1915,3.28815555746736,755,2.58896025490018,"RAN","SARNAN",1915,TRUE,0.8411341260305,1
"290",663,FALSE,-0.0294429653470193,"RACAL","ANDARS",1911,3.76052435890764,756,3.37869785074937,"RACAL","ANDARS",1912,FALSE,0.8411341260305,2
"291",757,FALSE,-0.182842293031793,"ALAX","MALAN",1912,2.22150775176678,757,3.3588656398326,"ALAX","MALAN",1912,TRUE,0.8411341260305,3
"292",459,FALSE,-0.138607667249826,"ALAX","MALAN",1911,2.94458521975122,757,3.3588656398326,"ALAX","MALAN",1912,FALSE,0.8411341260305,1
"293",758,FALSE,2.00378199267129,"HANAH","MALAN",1914,1.0564550866003,758,3.21584461500695,"HANAH","MALAN",1914,TRUE,0.8411341260305,2
"294",762,FALSE,2.69068282978268,"WALAN","CANG",1901,1.22155335422462,762,4.60883038814887,"WALAN","CANG",1900,TRUE,0.8411341260305,2
"295",767,FALSE,0.232299028020148,"RAN","CANP",1909,1.48784260878989,767,3.05931178265112,"RAN","CANP",1909,TRUE,0.8411341260305,1
"296",164,TRUE,0.101590244065429,"ELASAB","CANP",1908,0.572935645650894,769,4.46562188530204,"ELASAB","CANP",1909,FALSE,0.8411341260305,3
"297",516,TRUE,0.626091352921642,"ELASAB","CANP",1909,0.572935645650894,769,4.46562188530204,"ELASAB","CANP",1909,FALSE,0.8411341260305,3
"298",770,FALSE,-2.12294338334398,"SARAH","ANDARS",1924,1.91625683351457,770,-0.0896918178093505,"SARAH","ANDARS",1925,TRUE,0.8411341260305,3
"299",771,FALSE,-0.573670423048008,"WALAN","ASANFA",1910,1.58025652969715,771,1.04833895681871,"WALAN","ASANFA",1910,TRUE,0.8411341260305,1
"300",102,TRUE,-1.25112367319742,"ALAS","FASAR",1901,3.1212011786692,772,1.32861078021429,"ALAS","FASAR",1902,FALSE,0.8411341260305,2
"301",775,TRUE,-0.590246730751572,"SANANT","CANG",1903,1.48433276422887,775,2.55880792050364,"SANANT","CANG",1903,TRUE,0.8411341260305,1
"302",780,FALSE,-1.2703110266602,"OLAV","ANDARS",1903,1.09648522192043,780,1.91691621051453,"OLAV","ANDARS",1904,TRUE,0.8411341260305,1
"303",345,TRUE,0.461402792166874,"OLAV","ANDARS",1905,1.09648522192043,780,1.91691621051453,"OLAV","ANDARS",1904,FALSE,0.8411341260305,2
"304",781,FALSE,0.776884181727288,"JASTAN","GADWAN",1923,1.63844564154069,781,3.74823888744834,"JASTAN","GADWAN",1923,TRUE,0.8411341260305,1
"305",789,TRUE,-0.121085775434499,"JASAC","ASANFA",1903,1.83051287927198,789,1.93573784544071,"JASAC","ASANFA",1903,TRUE,0.8411341260305,1
"306",794,FALSE,-1.78491812105065,"ANDR","JASAN",1901,0.820389718148228,794,-0.552719511917689,"ANDR","JASAN",1901,TRUE,0.8411341260305,1
"307",795,FALSE,0.231251454700351,"ASLY","CARY",1916,3.23163788398268,795,2.27084182547072,"ASLY","CARY",1917,TRUE,0.8411341260305,1
"308",796,TRUE,-1.61994398542999,"JASAF","WABSTA",1915,2.18923081430635,796,0.961299490478062,"JASAF","WABSTA",1915,TRUE,0.8411341260305,2
"309",799,TRUE,0.309216764147568,"SANANT","WALPAR",1917,2.2804472612045,799,2.66357009463187,"SANANT","WALPAR",1917,TRUE,0.8411341260305,1
"310",800,FALSE,-2.01894570759917,"ENALY","JASAN",1903,0.787296869101676,800,-0.35442302314209,"ENALY","JASAN",1902,TRUE,0.8411341260305,1
"311",802,TRUE,-0.939179410087768,"MAT","WALAN",1921,2.29227604464418,802,0.981917504769038,"MAT","WALAN",1921,TRUE,0.8411341260305,1
"312",804,TRUE,2.59451789354103,"BRAN","CANP",1917,2.05219109305689,804,7.59056061748399,"BRAN","CANP",1917,TRUE,0.8411341260305,1
"313",806,TRUE,-1.17971329126664,"ENALY","CANG",1912,2.90799090891725,806,2.40943902874874,"ENALY","CANG",1913,TRUE,0.8411341260305,1
"314",807,FALSE,-0.419097104535505,"ALAS","CANP",1925,1.47823612007687,807,3.36596985294783,"ALAS","CANP",1925,TRUE,0.8411341260305,1
"315",809,FALSE,-0.203496328199075,"JACAB","ANDARS",1924,2.62874639359398,809,3.94207028727592,"JACAB","ANDARS",1924,TRUE,0.8411341260305,1
"316",811,TRUE,1.02438801071529,"MACAL","WABSTA",1920,2.97065800549146,811,4.07427428743437,"MACAL","WABSTA",1920,TRUE,0.8411341260305,1
"317",812,TRUE,1.81979308300759,"ZACARY","ANDARS",1903,3.65747951694446,812,5.82926741903061,"ZACARY","ANDARS",1903,TRUE,0.8411341260305,1
"318",813,TRUE,-0.397776516656378,"JAN","WALTAN",1919,2.41203393419646,813,2.97757083882252,"JAN","WALTAN",1919,TRUE,0.8411341260305,1
"319",815,FALSE,-1.255700473355,"JAN","WALPAR",1909,1.27271327512157,815,0.364403009861647,"JAN","WALPAR",1909,TRUE,0.8411341260305,1
"320",817,FALSE,-2.12185744797876,"MAGAN","MALAN",1919,1.71158890580053,817,0.36749761543148,"MAGAN","MALAN",1919,TRUE,0.8411341260305,1
"321",818,TRUE,0.861549131684555,"RAN","MALAN",1909,2.45584372224736,818,2.06598267457096,"RAN","MALAN",1909,TRUE,0.8411341260305,1
"322",819,TRUE,-0.256747523703907,"SANANT","CRASTA",1903,2.38449115104056,819,0.896818129325913,"SANANT","CRASTA",1903,TRUE,0.8411341260305,1
"323",823,TRUE,-1.25367442594993,"EN","FASAR",1903,1.99978027180099,823,1.02619355518252,"EN","FASAR",1903,TRUE,0.8411341260305,1
"324",825,FALSE,1.05035845246531,"JACAB","ANDARS",1902,3.66610576467888,825,4.08597369556566,"JACAB","ANDARS",1902,TRUE,0.8411341260305,1
"325",826,TRUE,1.80233445942257,"DANAL","SNAT",1907,2.38647752317261,826,4.34317770004465,"DANAL","SNAT",1908,TRUE,0.8411341260305,1
"326",830,TRUE,0.200807560690488,"JACAB","WABSTA",1922,2.26738181884053,830,4.91687114381564,"JACAB","WABSTA",1922,TRUE,0.8411341260305,1
"327",831,TRUE,-0.0510080023909173,"CAL","MALAN",1910,2.79074259268775,831,0.692231709953473,"CAL","MALAN",1911,TRUE,0.8411341260305,1
"328",838,TRUE,0.837423956301855,"JA","GADWAN",1916,0.729065486843695,838,4.14439781616624,"JA","GADWAN",1916,TRUE,0.8411341260305,1
"329",839,TRUE,0.440097113070673,"ASLY","JASAN",1914,0.420708396275081,839,5.14612536983825,"ASLY","JASAN",1914,TRUE,0.8411341260305,1
"330",530,TRUE,0.0543190611567071,"JASAC","CRASTA",1906,2.28672405586252,840,1.7188022482626,"JASAC","CRASTA",1905,FALSE,0.8411341260305,2
"331",849,FALSE,-0.462930562091969,"JASTAN","WALTAN",1909,2.33073002860031,849,2.65828850546699,"JASTAN","WALTAN",1909,TRUE,0.8411341260305,1
"332",850,TRUE,0.217424384927851,"HANAH","CARY",1902,3.08164854498976,850,3.31473217588235,"HANAH","CARY",1902,TRUE,0.8411341260305,1
"333",855,TRUE,0.175463420903419,"ABAGAL","JASAN",1911,1.42594530016795,855,2.05794335890335,"ABAGAL","JASAN",1911,TRUE,0.8411341260305,1
"334",859,FALSE,-0.904762117270637,"ELASAB","SNAT",1917,3.38659215426475,859,0.946556674328416,"ELASAB","SNAT",1917,TRUE,0.8411341260305,1
"335",863,FALSE,-0.974178787828107,"NACAL","CARY",1923,1.91253507642338,863,1.55050533142824,"NACAL","CARY",1923,TRUE,0.8411341260305,1
"336",867,TRUE,-0.328501394394285,"DANAL","WALTAN",1903,1.46904665043049,867,2.3964065146533,"DANAL","WALTAN",1903,TRUE,0.8411341260305,1
"337",874,FALSE,0.582952445841752,"NACAL","ANDARS",1902,4.4332728946947,874,2.83936285999457,"NACAL","ANDARS",1902,TRUE,0.8411341260305,1
"338",879,TRUE,0.482907364012102,"VACTAR","ANDARS",1902,3.93550050919254,879,3.51132759647106,"VACTAR","ANDARS",1902,TRUE,0.8411341260305,1
"339",399,FALSE,1.0848236507532,"JAS","SARNAN",1902,1.00222534000507,881,0.396076253611689,"JAS","SARNAN",1902,FALSE,0.8411341260305,2
"340",881,TRUE,-0.914274951007912,"JAS","SARNAN",1901,1.00222534000507,881,0.396076253611689,"JAS","SARNAN",1902,TRUE,0.8411341260305,2
"341",653,FALSE,-1.09126805697871,"ANTANY","MALAN",1918,1.23787830267139,884,2.68303602033278,"ANTANY","MALAN",1919,FALSE,0.8411341260305,1
"342",885,FALSE,-4.97943402194272,"NACAL","FASAR",1914,1.06740745720031,885,-3.43771996212595,"NACAL","FASAR",1915,TRUE,0.8411341260305,1
